county,year,pctblk1990,pct65p1990,pctunivp1990,pctHSp1990,medhhinc1990,pctbelowPL1990,group,state,avgdmest,surv_shalpost00,surv_deeppost00,msadum,frprof,frac_in_eng_prog,carnegie1_enr,indivhomeinternet00_cty,npatent1980s,msa,highinc,highind,highpop,pop_surv_deeppost00,inc_surv_deeppost00,inc_dum_surv_deeppost00,ind_surv_deeppost00,ind_dum_surv_deeppost00,inc_ind_dum_surv_deeppost00,inc_pop_dum_surv_deeppost00,ind_pop_dum_surv_deeppost00,higheduc,educ_surv_deeppost00,educ_dum_surv_deeppost00,educ_ind_dum_surv_deeppost00,educ_pop_dum_surv_deeppost00,educ_inc_ind_pop_surv_deep00,highinc2000,higheduc2000,highind2000,educ_inc_dum_surv_deeppost00,missing,surv_pcperemp00,allhigh,msa_allhigh,iv_num_arpanet_nodes,iv_num_bitnet,iv_first_price_cap,iv_cost_per_loop_monthly,iv_othcprogrammerswt,pctunempwt,pctunemphighskillwt,iv_bartik,iv_competitiondeep,netmig95,surv_deeppost00_all,highpop2000,allhigh2000,pop_dum_surv_deeppost00,educ_inc_ind_pop_dum_surv_deep00,wagediff,empdiff,estdiff,change_totalpop,change_pctblk,change_pctunivp,change_pctHSp,change_pct65,change_netmig,lnpop,surv_deepwidewt_county,surv_deepalt1wt_county,surv_deepalt2wt_county,surv_deepalt3wt_county,deep_county,surv_deep_county,deeppost00,surv_deep_newweight
1025,2000,.4267621,.13131425,.10790703,.60341859,19.066999,.25877455,13,AL,.40000001,.53201228,.071132489,0,.2963357,0,0,0,.018999999,,0,0,0,1937.649,1356.2832,0,.0097837159,0,0,0,0,0,.0076756957,0,0,0,548331.31,0,0,0,0,1,.082685702,0,1,0,0,95,30.198191,16.712862,,,.11020875,.10998492,-.22499999,.071132489,0,0,0,0,.196805,.01673317,.067312241,.022756713,.0033882558,-.029731736,-.14479259,.0029664487,.146,10.212441,.14936751,.14936751,.14936751,.14936751,.1,.1,.065818019,.12290938
1027,2000,.16344702,.16842741,.072853826,.54060322,19.252001,.17443378,14,AL,.16666667,.76564014,0,0,.24721754,0,0,0,.0020000001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.11438399,0,1,0,0,95,30.198191,0,,,.11846722,0,.028000001,0,0,0,0,0,.19397593,-.10735989,0,.072889082,.0027519464,-.021799963,-.1093553,-.0015970469,-.012,9.4919033,.15875125,.15875125,.15875125,.15875125,0,0,0,0
1029,2000,.046111546,.13393559,.065163836,.49679723,21.158001,.15300719,15,AL,.5,.663948,0,0,.29734972,0,0,0,.001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.055026751,0,1,0,0,95,30.198191,75.960434,,,.10219395,0,.07,0,0,0,0,0,.27972555,-.028022766,.10037947,.10384326,-.0097878203,-.0042195097,-.08100301,.003924638,-.050000001,9.4517164,0,0,0,0,0,0,0,0
1031,2000,.17189364,.13195825,.16496836,.67361432,23.905001,.15535446,16,AL,.27272728,.78237104,.065183751,0,.37006423,0,0,0,.0020000001,,0,0,0,2622.9941,1558.2175,0,.0096385488,0,0,0,0,1,.010753256,.065183751,0,0,1529533.6,0,1,0,0,1,.16500379,0,1,0,0,95,30.198191,15.964123,,,.1142354,.090909094,.162,.065183751,0,0,0,0,.14566183,-.052229881,.074447632,.080539599,.01412034,-.038656861,-.19479087,.010859594,-.25600001,10.602617,.14621603,.065183751,.065183751,.065183751,.090909094,.090909094,.076786228,.084850214
1033,2000,.1658344,.14686641,.11577746,.65436506,22.378,.14562275,17,AL,.2631579,.51185536,.044338841,1,.32464382,0,0,0,.035999998,2650,0,0,0,2290.8105,992.2146,0,.010018189,0,0,0,0,0,.0051334384,0,0,0,1341032.5,0,0,0,0,1,.1602104,0,0,0,0,95,30.198191,2.1911757,.0584657492587242,.0419122462344466,.1307648,.18874325,-.081,.044338841,0,0,0,0,.083555698,-.12333298,.0037636757,.06224231,.0024691075,-.02386371,-.17654604,.0073239058,.089000002,10.852555,.12370509,.12370509,.12370509,.12370509,.052631579,.068891317,.053815521,.11064942
1035,2000,.42158815,.17290451,.064545147,.53075451,15.992,.2973671,18,AL,0,.94414914,0,0,.2710261,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.3732177,0,1,0,0,95,30.198191,1.1877869,,,.13431716,0,-.082999997,0,0,0,0,0,.16377163,-.1121664,.044287682,.0024872983,.016838998,-.0050055124,-.093757361,-.014695972,.041999999,9.550662,0,0,0,0,0,0,0,0
1037,2000,.34186026,.14480701,.064763531,.54949582,20.278999,.18198496,19,AL,.5,.27888015,0,0,.21545136,0,0,0,.0020000001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.10711203,0,1,0,0,95,30.198191,8.0745773,,,.12054008,0,.090000004,0,0,0,0,0,.18981504,-.12607479,.094558239,.097993664,.011442482,-.011135772,-.11076736,-.0026991665,-.094999999,9.3113613,.33739245,.33739245,.33739245,.33739245,0,0,0,0
1039,2000,.13095565,.17273425,.091697954,.5758031,18.393999,.22042476,20,AL,.36363637,.62444675,.056736168,0,.33716676,0,0,0,.0070000002,,0,0,0,2069.6218,1043.6051,0,.009442864,0,0,0,0,0,.0052025905,0,0,0,580992.56,0,0,0,0,1,.11827217,0,1,0,0,95,30.198191,50.1409,,,.122656,0,.36700001,.056736168,0,0,0,0,.22949982,-.10869503,.043188572,.03111884,-.0099649802,-.012151636,-.13047537,.0058419257,-.48800001,10.504464,.056736168,.11913738,.11913738,.11913738,.090909094,.090909094,.083715715,.12414488
1041,2000,.25991932,.18305831,.084186576,.51319683,16.459999,.2432673,21,AL,0,0,0,0,.29068276,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.019061783,0,1,0,0,95,30.198191,0,,,.10153734,0,.122,0,0,0,0,0,.2971611,-.26676846,.061875343,.002197803,-.0062786341,-.011948518,-.12607315,-.0099152476,-.094999999,9.5203953,0,0,0,0,0,0,0,0
1043,2000,.0082824305,.144558,.077541448,.58790308,21.672001,.15306918,22,AL,.33333334,.90127808,.1966058,0,.3229796,0,0,0,.021,,0,0,0,13293.108,4260.8408,0,.041523065,0,0,0,0,0,.015245099,0,0,0,4717941,0,0,0,0,1,.16264546,0,1,0,0,95,30.198191,26.798313,,,.11737871,.18766722,.685,.1966058,0,0,0,0,.18653202,.06768322,.095742226,.13625829,.0023005363,.00080067664,-.12429619,.0015514642,-.60500002,11.121555,.27984214,.27984214,.27984214,.27984214,.20833333,.22678478,.14651363,.23704562
1045,2000,.17824835,.093869001,.13500667,.74281025,24.091,.14791632,23,AL,.5,.60706961,.093664281,1,.33170238,0,0,0,.0080000004,2180,0,0,0,4648.8394,2256.4663,0,.014722711,0,0,0,0,0,.012645302,0,0,0,2376667,0,0,0,0,1,.15002142,0,0,0,0,95,30.198191,10.724714,,,.11044883,.087493718,-.50800002,.093664281,0,0,0,0,.21943283,.067975998,.026896477,-.010206443,.028350607,-.042731896,-.2305783,.023495488,.38600001,10.812411,.12239075,.15657823,.15657823,.15657823,.125,.14942174,.076977566,.15904725
1047,2000,.57812178,.1373987,.12323956,.60065985,16.493,.36245126,24,AL,.59090906,1,.080352359,0,.32200637,0,0,0,.016000001,,0,0,0,3867.3591,1325.2515,0,.018919293,0,0,0,0,0,.009902589,0,0,0,1850847.3,0,0,0,0,1,.27416441,0,1,0,0,95,30.198191,136.4565,,,.12035801,.15195389,-.26699999,.080352359,0,0,0,0,.17824841,-.079541206,-.04669714,-.037360821,.056214452,-.034317113,-.15165034,.0013697594,.014,10.781661,.080352359,.16070472,.16070472,.16070472,.045454547,.056506194,.052818071,.05361136
1049,2000,.018810268,.14652979,.071045958,.53056103,20.135,.17351581,25,AL,.52173913,.60584825,0,0,.25423497,0,0,0,.021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.093217812,0,1,0,0,95,30.198191,15.864638,,,.11569514,0,-.42300001,0,0,0,0,0,.22036982,.073371887,.085343361,.16495325,-.0025190748,-.01695212,-.11242244,-.0087063015,.53299999,10.908723,0,.032989409,.032989409,.032989409,0,0,0,0
1051,2000,.22432433,.1166836,.12907048,.66965514,26.341,.14500251,26,AL,.60000002,.41697282,.064248234,1,.36020738,0,0,0,.023,5240,0,0,0,3161.6555,1692.3628,0,.011732612,0,0,0,0,0,.0082925502,0,0,0,1962940.9,0,0,0,0,1,.090475135,0,0,0,0,95,30.198191,46.3368,.0580498070852333,.0204630419098839,.098996013,.24862726,1.313,.064248234,0,0,0,0,.15688658,.19858646,.18312836,.29164696,-.016791776,-.01872512,-.15434092,-.0078698099,-1.064,10.803852,.19915983,.19915983,.19915983,.19915983,.1,.1,.067745194,.11231624
1053,2000,.28284252,.13880286,.075742111,.59857124,18.472,.28066066,27,AL,.42857143,1,.27313945,0,.31182355,0,0,0,.0040000002,,0,0,0,9701.3672,5045.4316,0,.045908235,0,0,0,0,0,.020688158,0,0,0,2281342.3,0,0,0,0,1,.34564853,0,1,0,0,95,30.198191,16.56069,,,.13126379,.32044804,-.127,.27313945,0,0,0,0,.16801786,.086734772,.044558525,.079058975,.02108568,-.0055515841,-.14297137,-.0045156628,.061000001,10.477795,.27313945,.27313945,.27313945,.27313945,.21428572,.23878469,.34353068,.32230762
1055,2000,.13821113,.15901442,.10201778,.64184725,22.313999,.1649068,28,AL,.42307693,.57660228,.11224356,1,.3416847,0,0,0,.017000001,2880,0,0,0,11206.397,2504.6028,0,.023015969,0,0,0,0,0,.011450839,0,0,0,5231029,0,0,0,0,1,.065533876,0,0,0,0,95,30.198191,26.863564,,,.11837631,.084603786,-.093000002,.11224356,0,0,0,0,.055688858,.0078649521,.046169758,.035606496,.0036035031,-.014802314,-.16059875,.0013099611,-.097000003,11.511324,.1436501,.11224356,.1436501,.11224356,.15384616,.17087826,.065359481,.15491928
1057,2000,.12192407,.16312215,.085459076,.56789488,19.844,.20320405,29,AL,.5714286,.69479293,.096043348,0,.2566635,0,0,0,.0080000004,,0,0,0,1725.1306,1905.8842,0,.022367055,0,0,0,0,0,.0082077757,0,0,0,681319.63,0,0,0,0,1,.093247682,0,1,0,0,95,30.198191,31.087406,,,.1186284,.45709977,-.029999999,.096043348,0,0,0,0,.097400665,-.18808556,.12571287,.029242011,-.0016212836,-.025541935,-.13734075,-.0012946278,-.0020000001,9.7960138,.1920867,.1920867,.1920867,.1920867,.14285715,.14285715,.042722635,.14525576
1059,2000,.044905443,.15470627,.069541864,.55238932,17.907,.20716392,30,AL,.25,.68777895,.44476324,0,.26098251,0,0,0,.0070000002,,0,0,0,12370.645,7964.3755,0,.069304898,0,0,0,0,0,.030929664,0,0,0,2400471.3,0,0,0,0,1,.042409208,0,1,0,0,95,30.198191,19.924768,,,.096419886,0,.234,.44476324,0,0,0,0,.11034775,.0093574524,.034074783,.11561551,-.0032374412,-.0060622618,-.14544144,-.0060338229,-.27700001,10.233294,.44476324,.44476324,.44476324,.44476324,.5,.5,.42232424,.43009949
1061,2000,.11942318,.16763225,.068262465,.55351961,20.027,.19493832,31,AL,.40000001,.60721725,0,0,.30483857,0,0,0,.0020000001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.066318035,0,1,0,0,95,30.198191,16.0837,,,.10741223,0,.183,0,0,0,0,0,.21521759,-.28626251,.06707716,.085741915,-.0038355365,-.011657991,-.125388,-.0048081577,-.15099999,10.070992,0,0,0,0,0,0,0,0
1063,2000,.80577171,.15660396,.1043919,.53766894,11.99,.45572269,32,AL,.5,.88305461,.49004042,0,.28433579,0,0,0,0,,0,0,0,4975.3804,5875.5845,0,.073579639,0,0,0,0,0,.051156249,0,0,0,935056.88,0,0,0,0,1,.079264201,0,1,0,0,95,30.198191,25.339937,,,.1058356,.65446752,-.097999997,.49004042,0,0,0,0,.27193356,-.22680616,-.068053246,-.017787522,.0026301146,-.03726536,-.12358472,-.0063132048,.055,9.2255249,.49004042,.49004042,.49004042,.49004042,.5,.65215743,.32909009,.76683348
1065,2000,.59452832,.15943992,.088999569,.54417497,14.508,.35604021,33,AL,.33333334,.40041938,0,0,.26035604,0,0,0,.0040000002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.056254908,0,1,0,0,95,30.198191,163.55777,,,.10850018,0,.068999998,0,0,0,0,0,.31592512,.02265358,.12764549,.10332593,-.0033150315,-.036854193,-.12433785,-.023681998,-.050000001,9.6484661,0,0,0,0,0,0,0,0
1067,2000,.35091713,.1626122,.08317215,.59157079,22.129999,.17354664,34,AL,.25,.60445887,0,0,.31976402,0,0,0,.0070000002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.045149751,0,1,0,0,95,30.198191,3.8503773,,,.12271803,0,-.085000001,0,0,0,0,0,.2048955,.03651619,.0032949448,.059100647,-.032707453,.0083617121,-.15831053,-.00044174492,.131,9.6404333,0,0,0,0,0,0,0,0
1069,2000,.23304766,.12452816,.15044178,.68277425,24.813,.16519824,35,AL,.5,.75417852,.1022696,1,.39635733,.00015184609,0,0,.02,2180,0,0,0,8317.6885,2537.6155,0,.026042014,0,0,0,0,0,.01538562,0,0,0,7906393.5,0,0,0,0,1,.27108938,0,0,0,0,95,30.198191,17.197678,,,.12204826,.2767722,.071999997,.1022696,0,0,0,0,.14095783,.064748764,.085426807,.087712996,.0098595172,-.030702576,-.18575194,.011820622,-.037999999,11.306283,.17911212,.2110744,.2110744,.2110744,.125,.13332076,.083673097,.15037502
1071,2000,.041174993,.12553352,.080164805,.58120298,21.91,.16615495,36,AL,.46153846,.82572961,.070348173,0,.26991433,0,0,0,.0089999996,,0,0,0,3362.3613,1541.3285,0,.010779475,0,0,0,0,0,.0056394478,0,0,0,904930.56,0,0,0,0,1,.16927031,0,1,0,0,95,30.198191,25.085796,,,.11458052,0,.43700001,.070348173,0,0,0,0,.19255686,.088253021,.032050133,.12067078,-.0018247738,-.011752099,-.14116767,.0074820966,-.38499999,10.774697,.23358285,.23358285,.23358285,.23358285,.07692308,.084603786,.050629243,.10304222
1073,2000,.35074785,.14039676,.19951251,.74037796,25.858,.16003004,37,AL,.51851851,.8806119,.1234443,1,.42496541,.0012423508,.02262442,.40821919,.44299999,1000,0,1,1,80427.047,3192.0227,0,.041378915,.1234443,0,0,.1234443,1,.024628684,.1234443,.1234443,.1234443,139083376,0,1,1,0,0,.47140038,0,0,0,1,95,30.198191,95.539413,.0534024815520666,.0158715511672972,.12411708,.15979178,-2.1849999,.1234443,1,0,.1234443,0,.18853283,.062931061,.049711227,.016020782,.040648818,-.040297434,-.21696657,-.0033687204,1.704,13.387071,.18478911,.19936498,.19936498,.2116839,.11111111,.12099488,.14413273,.21534237
1075,2000,.11848553,.15717468,.061844554,.52857006,20.618,.18009783,38,AL,.5,.69034779,0,0,.25767526,0,0,0,.0060000001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23496529,0,1,0,0,95,30.198191,95.66172,,,.12100445,0,-.0070000002,0,0,0,0,0,.24040794,-.18039417,-.054067135,.01195498,-.0028542355,-.010908496,-.10315067,.0014646649,.0080000004,9.6623707,.097255357,.097255357,.097255357,.097255357,0,0,0,0
1077,2000,.09659683,.14278004,.16396305,.67750698,23.690001,.14878725,39,AL,.51612902,.81449002,.093307808,1,.35374972,.00022563712,0,0,.176,2650,0,0,0,7432.9932,2210.4619,0,.017523449,0,0,0,0,1,.015299032,.093307808,0,0,5422210.5,0,1,0,0,1,.19607267,0,0,0,0,95,30.198191,32.608768,.0584657492587242,.0419122462344466,.1122291,.11568135,.264,.093307808,0,0,0,0,.12500334,-.069033623,.041971684,.099170245,.0031576231,-.043512732,-.17959917,.0081078112,-.30500001,11.285536,.1290739,.093307808,.093307808,.1290739,.096774191,.1046173,.064917929,.11339807
1079,2000,.15225463,.11858598,.062445212,.55870676,21.518999,.19824168,40,AL,.58333331,.46948159,0,1,.26231059,0,0,0,.001,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.15081146,0,0,0,0,95,30.198191,59.020042,.0553882535518318,.023382933495293,.11311433,.28406537,.264,0,0,0,0,0,.15809727,.029547691,.035627365,.099303432,-.019995913,-.013103861,-.1285235,.0020358041,-.21799999,10.358155,.10817737,.10817737,.10817737,.10817737,0,0,0,0
1081,2000,.23417024,.085500196,.25350499,.73417246,21.226999,.24862875,41,AL,.55172414,.7477991,.03140394,1,.40864477,.037449867,.21402057,0,.101,,0,0,0,2736.7278,666.61145,0,.0062643746,0,0,0,0,1,.0079610553,.03140394,0,0,2937651.8,0,1,0,0,1,.13725875,0,1,0,1,95,30.198191,44.654762,,,.10889287,.080792606,1.465,.03140394,0,0,0,0,.089168072,.08185482,.13701487,.27814692,-.010410115,-.070144892,-.19930965,-.0041478872,-1.2130001,11.37534,.03140394,.03140394,.03140394,.03140394,.034482758,.034482758,.03125,.030882549
1083,2000,.13165236,.11306918,.1384341,.63349926,26.875,.13983811,42,AL,.61538464,.4966158,.078867488,1,.34238783,.00046588591,0,0,.025,3440,0,0,0,4269.4912,2119.5637,0,.016325798,0,0,0,0,0,.010917949,0,0,0,3288093,0,0,0,0,1,.10036823,0,1,0,0,95,30.198191,21.685852,,,.10972848,.16152686,.36500001,.078867488,0,0,0,0,.077457905,-.033024788,.13312674,.19325264,.0029630363,-.025679596,-.13677496,-.00089730322,-.234,10.899237,.078867488,.078867488,.078867488,.078867488,.07692308,.09562587,.056635674,.098987259
1085,2000,.74703747,.12679729,.081626765,.5674935,15.584,.38573924,43,AL,.66666669,1,0,0,.2815665,0,0,0,.0040000002,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.28855515,0,1,0,0,95,30.198191,517.36066,,,.14302757,0,.086000003,0,0,0,0,0,.28660393,.13240719,-.0063490868,.062398255,-.0125314,-.010569982,-.15282473,-.0030683503,-.086000003,9.4460449,0,0,0,0,0,0,0,0
1087,2000,.85606545,.15352215,.18083553,.62248027,15.642,.34490067,44,AL,0,1,0,0,.32374278,.023699746,0,0,.0020000001,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.6124194,0,1,0,0,95,30.198191,0,,,.097278073,0,-.40700001,0,0,0,0,0,-.014903069,-.01616478,-.087357044,-.033572383,-.0093531609,-.060347497,-.17280257,-.013136342,.375,10.123747,0,0,0,0,0,0,0,0
1089,2000,.20139633,.08953087,.30185774,.80400783,33.048,.10854999,45,AL,.48780489,.88053733,.21458128,1,.49536008,.0067623951,.023251129,.50310558,.81800002,3440,1,1,1,51266.043,7091.4819,.21458128,.064993218,.21458128,.21458128,.21458128,.21458128,1,.064773023,.21458128,.21458128,.21458128,154900752,1,1,1,.21458128,0,.45466045,1,1,0,1,95,30.198191,153.40263,,,.1240181,.22655095,-2.29,.21458128,1,1,.21458128,.21458128,.16719246,.14027882,.10011292,.14683861,.023540422,-.076938882,-.24336261,.018640436,2.793,12.38385,.32052657,.3186183,.3186183,.33588248,.19512194,.22228193,.17229202,.25816172
1091,2000,.50879395,.14598857,.11591285,.62019128,18.663,.30010074,46,AL,.5,.84377068,0,0,.2947329,0,0,0,.003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.21072052,0,1,0,0,95,30.198191,97.224831,,,.11470338,0,-.068999998,0,0,0,0,0,.18273926,.049568176,.068852901,-.023892595,.006002605,-.03813307,-.15737468,.002199024,.079000004,10.046895,0,0,0,0,0,0,0,0
