county,year,weekwage,pctblk1990,pct65p1990,pctunivp1990,pctHSp1990,medhhinc1990,pctbelowPL1990,lnemp,lnest,lnweekwage,group,adv_int,frprof,frac_in_eng_prog,carnegie1_enr,indivhomeinternet00_cty,npatent1980s,netmig,highinc,highind,highpop,surv_deeppost95,higheduc,missing,surv_deeppost_91,surv_deeppost_92,surv_deeppost_93,surv_deeppost_94,surv_deeppost_95,surv_deeppost_96,surv_deeppost_97,surv_deeppost_98,surv_deeppost_99,surv_deeppost_00,surv_deeppost_01,educ_inc_ind_pop_dum_surv_deep91,educ_inc_ind_pop_dum_surv_deep92,educ_inc_ind_pop_dum_surv_deep93,educ_inc_ind_pop_dum_surv_deep94,educ_inc_ind_pop_dum_surv_deep95,educ_inc_ind_pop_dum_surv_deep96,educ_inc_ind_pop_dum_surv_deep97,educ_inc_ind_pop_dum_surv_deep98,educ_inc_ind_pop_dum_surv_deep99,educ_inc_ind_pop_dum_surv_deep01,allhigh,wagegrowth,iv_num_arpanet_nodes,iv_num_bitnet,iv_first_price_cap,iv_cost_per_loop_monthly,iv_bartik,iv_competitiondeep,netmig95,educ_inc_ind_pop_dum_surv_deep00,lnpop,iv_prog_in_oth,change_totalpop,change_pctblk,change_pctunivp,change_pctHSp,change_pct65,change_netmig,state,avgdmest,basic_int,msadum,msa,pop_surv_deeppost00,inc_surv_deeppost00,inc_dum_surv_deeppost00,ind_surv_deeppost00,ind_dum_surv_deeppost00,inc_ind_dum_surv_deeppost00,inc_pop_dum_surv_deeppost00,ind_pop_dum_surv_deeppost00,educ_surv_deeppost00,educ_dum_surv_deeppost00,educ_ind_dum_surv_deeppost00,educ_pop_dum_surv_deeppost00,educ_inc_ind_pop_surv_deep00,highinc2000,higheduc2000,highind2000,educ_inc_dum_surv_deeppost00,pc_per_emp,msa_allhigh,pctunempwt,pctunemphighskillwt,surv_deeppost00_all,highpop2000,allhigh2000,pop_dum_surv_deeppost00,wagediff,empdiff,estdiff,surv_deepwidewt_county,surv_deepalt1wt_county,surv_deepalt2wt_county,surv_deepalt3wt_county,deep_county,surv_deep_county,deeppost00,surv_deep_newweight
1001,2000,477,.20001753,.098533109,.14552975,.70259219,28337,.1565468,9.0874949,6.6293631,6.1675167,1,0,.35978565,0,0,0,6,139,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16625917,0,0,95,30.198191,.10744967,.37385604,712,0,10.440624,163.07243,.24381556,-.028713912,-.027623229,-.18759304,.0031819865,-479,AL,.83333331,.5643748,1,5240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.31229711,0,.0580498070852333,.0204630419098839,0,0,0,0,.15380144,.16243935,.16789484,.15625623,.15625623,.15625623,.15625623,0,0,0,0
1003,2000,422,.12861213,.15139398,.16883339,.73488343,25712,.1434478,10.621303,8.275631,6.0450053,2,.087168418,.40749627,0,0,0,100,884,0,0,0,.087168418,1,1,0,0,0,0,0,0,0,0,0,.087168418,0,0,0,0,0,0,0,0,0,0,0,0,.26726726,0,0,95,30.198191,.10973164,.14331725,3722,0,11.495576,32.483067,.35678178,-.027248316,-.017186895,-.1956228,.0029627532,-2193,AL,.54838711,.74072486,1,5160,8566.9121,2241.2744,0,.018487899,0,0,0,0,.014716939,.087168418,0,0,7887636.5,0,1,0,0,.18442196,0,.074731697557769,.0193591800817848,.087168418,0,0,0,.23686266,.25540257,.23389626,.14634277,.14634277,.14634277,.14634277,.096774191,.1065908,.048261918,.086585455
1005,2000,439,.44041389,.14659479,.11916833,.56067508,19389,.25192657,9.1992798,6.4134588,6.0844994,3,0,.30010793,0,0,0,9,-21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16137566,0,0,95,30.198191,.12417979,0,-195,0,10.143173,18.995968,.13318707,.024046481,-.045951828,-.12813836,-.011771455,-21,AL,.5,.60919881,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10849282,1,,,0,0,0,0,.14960527,.21245766,.08373785,0,0,0,0,0,0,0,0
1007,2000,385,.20982143,.12674952,.047600001,.52149999,19775,.21184985,7.8958082,5.7071104,5.9532433,4,.13964736,.26107696,0,0,0,2,40,0,0,0,.13964736,0,1,0,0,0,0,0,0,0,0,0,.13964736,0,0,0,0,0,0,0,0,0,0,0,0,.09375,0,0,95,30.198191,.12090605,.46859711,257,0,9.7157116,15.939815,.22824635,.012592852,.00016801059,-.096652687,-.010836713,40,AL,.60000002,.61406308,0,,2314.7947,2761.5266,0,.014926845,0,0,0,0,.0066472148,0,0,0,232900.94,0,0,0,0,.18635309,1,,,.13964736,0,0,0,.089612007,-.21971226,.058135986,.13964736,.13964736,.13964736,.13964736,.2,.2,.13163604,.26277918
1009,2000,422,.013274562,.13035059,.070165023,.60473305,22382,.15255369,8.9054441,6.616065,6.0450053,5,0,.30280605,0,0,0,16,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.25595239,0,0,95,30.198191,.094814137,0,1033,0,10.577656,49.523518,.26239562,-.0022405386,-.006631501,-.13845393,-.0037043095,-771,AL,.80000001,.57035124,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1758301,0,.0534024815520666,.0158715511672972,0,0,0,0,.22789431,.012283325,.16875935,0,0,0,0,0,0,0,0
1011,2000,393,.72323853,.16056874,.10173062,.49646351,14745,.36518374,7.9280457,5.0039463,5.9738097,6,0,.20052311,0,0,0,0,-28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.18018018,0,0,95,30.198191,.10583576,0,4,0,9.3094616,.74764609,.059078522,-.002391696,-.049155708,-.085733205,-.031407058,-235,AL,1,.34458324,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.022053329,1,,,0,0,0,0,.16566706,.11364603,-.026491642,0,0,0,0,0,0,0,0
1013,2000,399,.40188196,.16809793,.080658376,.5299769,16054,.31480968,8.6141386,6.2225761,5.9889612,7,0,.30114913,0,0,0,1,-83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.17352942,0,0,95,30.198191,.094341815,.2,-18,0,9.9938765,12.479663,-.022777081,.010006458,-.013523214,-.092965901,-.0037911832,-64,AL,.60000002,.45593688,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2873947,1,,,0,0,0,0,.16001558,-.11961651,.05715847,0,0,0,0,0,0,0,0
1015,2000,452,.18596274,.12390334,.1424073,.67710745,23802,.15664844,10.502077,7.8079166,6.1136823,8,.056268319,.33301988,.00084555399,0,.46218488,27,-942,0,0,0,.056268319,0,0,0,0,0,0,0,0,0,0,0,.056268319,0,0,0,0,0,0,0,0,0,0,0,0,.21832883,0,1,95,30.198191,.11816147,.14536193,254,0,11.661638,49.572151,-.033163633,-.0037072152,-.043170184,-.19526348,.017077871,-337,AL,.54545456,.85066861,1,450,6529.0381,1339.2986,0,.012562764,0,0,0,0,.0080130193,0,0,0,4941014.5,0,0,0,0,.20531762,0,.0912642964343011,.0410614525139665,.056268319,0,0,0,.1974802,.053478241,.057301998,.075350672,.096919052,.096919052,.096919052,.054545455,.058966115,.049211841,.075020052
1017,2000,482,.35852587,.16864628,.089218229,.54558581,21256,.18803535,9.2794933,6.3952618,6.1779442,9,.11440724,.25179994,0,0,0,8,-24,0,0,0,.11440724,0,1,0,0,0,0,0,0,0,0,0,.11440724,0,0,0,0,0,0,0,0,0,0,0,0,.19012345,0,0,95,30.198191,.1114547,0,10,0,10.515316,7.3869848,-.0079772817,.024684906,-.027475495,-.13065034,-.0076698661,-34,AL,.42857143,.66665703,0,,4218.8813,2431.8403,0,.011098818,0,0,0,0,.010207212,0,0,0,776167.88,0,0,0,0,.084501117,1,,,.11440724,0,0,0,.17405701,-.066688538,.027074814,.11440724,.11440724,.11440724,.11440724,.14285715,.15712132,.094025739,.17620464
1019,2000,399,.066059455,.14787903,.066903584,.53491968,21368,.17591451,8.1914635,5.9135032,5.9889612,10,.33278823,.25982317,0,0,0,1,63,0,0,0,.33278823,0,1,0,0,0,0,0,0,0,0,0,.33278823,0,0,0,0,0,0,0,0,0,0,0,0,.17699115,0,0,95,30.198191,.096201316,0,444,0,9.880372,28.190207,.20493653,-.012449317,-.002799511,-.1161665,.011992574,-381,AL,.75,1,0,,6503.6802,7111.019,0,.064243294,0,0,0,0,.022264725,0,0,0,1794867.1,0,0,0,0,.074447311,1,,,.33278823,0,0,0,.16296101,-.014846802,.13275957,.33278823,.60048878,.60048878,.60048878,.25,.31078407,.39243767,.36048025
1021,2000,405,.11319243,.13879475,.075020567,.5690915,21627,.1711145,8.8211422,6.6214056,6.0038872,11,.19945261,.29890463,0,0,0,5,137,0,0,0,.19945261,0,1,0,0,0,0,0,0,0,0,0,.19945261,0,0,0,0,0,0,0,0,0,0,0,0,.19117647,0,0,95,30.198191,.10117365,0,541,0,10.387702,108.47644,.19870539,-.0053450838,-.0095576942,-.13305387,-.010463983,-222,AL,.40000001,.64596099,0,,6473.833,4313.5615,0,.031364344,0,0,0,0,.014963048,0,0,0,1651712.9,0,0,0,0,.10258017,1,,,.19945261,0,0,0,.17494154,.081605911,.096375942,.19945261,.19945261,.19945261,.19945261,.2,.21996984,.13163604,.25544924
1023,2000,736,.44181547,.13853166,.085419431,.54398692,17115,.3019022,8.3223944,5.7745514,6.6012301,12,0,.2627537,0,0,0,10,-67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.27335641,0,0,95,30.198191,.10207465,0,-76,0,9.681468,0,-.0060112891,-.005877763,-.02327219,-.12282127,.0055457205,-67,AL,0,.32945254,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.03175592,1,,,0,0,0,0,.2416563,-.22144032,.018809319,0,0,0,0,0,0,0,0
1025,2000,459,.4267621,.13131425,.10790703,.60341859,19067,.25877455,8.9965277,6.5820251,6.1290503,13,.071132489,.2963357,0,0,0,19,-79,0,0,0,.071132489,0,1,0,0,0,0,0,0,0,0,0,.071132489,0,0,0,0,0,0,0,0,0,0,0,0,.21750663,0,0,95,30.198191,.11020875,.10998492,-225,0,10.212441,16.712862,.022756713,.0033882558,-.029731736,-.14479259,.0029664487,330,AL,.40000001,.53201228,0,,1937.649,1356.2832,0,.0097837159,0,0,0,0,.0076756957,0,0,0,548331.31,0,0,0,0,.082685702,1,,,.071132489,0,0,0,.196805,.01673317,.067312241,.14936751,.14936751,.14936751,.14936751,.1,.1,.065818019,.12290938
1027,2000,397,.16344702,.16842741,.072853826,.54060322,19252,.17443378,8.3301401,5.4553213,5.9839363,14,0,.24721754,0,0,0,2,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.21406728,0,0,95,30.198191,.11846722,0,28,0,9.4919033,0,.072889082,.0027519464,-.021799963,-.1093553,-.0015970469,31,AL,.16666667,.76564014,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11438399,1,,,0,0,0,0,.19397593,-.10735989,0,.15875125,.15875125,.15875125,.15875125,0,0,0,0
1029,2000,459,.046111546,.13393559,.065163836,.49679723,21158,.15300719,7.719574,5.1817837,6.1290503,15,0,.29734972,0,0,0,1,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.32276657,0,0,95,30.198191,.10219395,0,70,0,9.4517164,75.960434,.10384326,-.0097878203,-.0042195097,-.08100301,.003924638,71,AL,.5,.663948,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.055026751,1,,,0,0,0,0,.27972555,-.028022766,.10037947,0,0,0,0,0,0,0,0
1031,2000,391,.17189364,.13195825,.16496836,.67361432,23905,.15535446,9.3889046,6.8090391,5.9687076,16,.065183751,.37006423,0,0,0,2,-94,0,0,0,.065183751,1,1,0,0,0,0,0,0,0,0,0,.065183751,0,0,0,0,0,0,0,0,0,0,0,0,.15680474,0,0,95,30.198191,.1142354,.090909094,162,0,10.602617,15.964123,.080539599,.01412034,-.038656861,-.19479087,.010859594,-164,AL,.27272728,.78237104,0,,2622.9941,1558.2175,0,.0096385488,0,0,0,0,.010753256,.065183751,0,0,1529533.6,0,1,0,0,.16500379,1,,,.065183751,0,0,0,.14566183,-.052229881,.074447632,.14621603,.065183751,.065183751,.065183751,.090909094,.090909094,.076786228,.084850214
1033,2000,499,.1658344,.14686641,.11577746,.65436506,22378,.14562275,9.7153492,7.193686,6.212606,17,.044338841,.32464382,0,0,0,36,8,0,0,0,.044338841,0,1,0,0,0,0,0,0,0,0,0,.044338841,0,0,0,0,0,0,0,0,0,0,0,0,.087145969,0,0,95,30.198191,.1307648,.18874325,-81,0,10.852555,2.1911757,.06224231,.0024691075,-.02386371,-.17654604,.0073239058,96,AL,.2631579,.51185536,1,2650,2290.8105,992.2146,0,.010018189,0,0,0,0,.0051334384,0,0,0,1341032.5,0,0,0,0,.1602104,0,.0584657492587242,.0419122462344466,.044338841,0,0,0,.083555698,-.12333298,.0037636757,.12370509,.12370509,.12370509,.12370509,.052631579,.068891317,.053815521,.11064942
1035,2000,470,.42158815,.17290451,.064545147,.53075451,15992,.2973671,8.1176109,5.6240177,6.1527328,18,0,.2710261,0,0,0,0,-41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.17794487,0,0,95,30.198191,.13431716,0,-83,0,9.550662,1.1877869,.0024872983,.016838998,-.0050055124,-.093757361,-.014695972,-31,AL,0,.94414914,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3732177,1,,,0,0,0,0,.16377163,-.1121664,.044287682,0,0,0,0,0,0,0,0
1037,2000,509,.34186026,.14480701,.064763531,.54949582,20279,.18198496,7.3447189,4.8903489,6.2324481,19,0,.21545136,0,0,0,2,-5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.20902613,0,0,95,30.198191,.12054008,0,90,0,9.3113613,8.0745773,.097993664,.011442482,-.011135772,-.11076736,-.0026991665,-5,AL,.5,.27888015,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10711203,1,,,0,0,0,0,.18981504,-.12607479,.094558239,.33739245,.33739245,.33739245,.33739245,0,0,0,0
1039,2000,434,.13095565,.17273425,.091697954,.5758031,18394,.22042476,9.2936697,6.8012829,6.0730443,20,.056736168,.33716676,0,0,0,7,-121,0,0,0,.056736168,0,1,0,0,0,0,0,0,0,0,0,.056736168,0,0,0,0,0,0,0,0,0,0,0,0,.25797102,0,0,95,30.198191,.122656,0,367,0,10.504464,50.168087,.03111884,-.0099649802,-.012151636,-.13047537,.0058419257,-166,AL,.36363637,.62444675,0,,2069.6218,1043.6051,0,.009442864,0,0,0,0,.0052025905,0,0,0,580992.56,0,0,0,0,.11827217,1,,,.056736168,0,0,0,.22949982,-.10869503,.043188572,.056736168,.11913738,.11913738,.11913738,.090909094,.090909094,.083715715,.12414488
1041,2000,424,.25991932,.18305831,.084186576,.51319683,16460,.2432673,7.7997532,5.521461,6.0497336,21,0,.29068276,0,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.34603176,0,0,95,30.198191,.10153734,0,122,0,9.5203953,0,.002197803,-.0062786341,-.011948518,-.12607315,-.0099152476,85,AL,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.019061783,1,,,0,0,0,0,.2971611,-.26676846,.061875343,0,0,0,0,0,0,0,0
1043,2000,476,.0082824305,.144558,.077541448,.58790308,21672,.15306918,10.014134,7.3907986,6.1654177,22,.1966058,.3229796,0,0,0,21,80,0,0,0,.1966058,0,1,0,0,0,0,0,0,0,0,0,.1966058,0,0,0,0,0,0,0,0,0,0,0,0,.2050633,0,0,95,30.198191,.11737871,.18766722,685,0,11.121555,26.699331,.13625829,.0023005363,.00080067664,-.12429619,.0015514642,-605,AL,.33333334,.90127808,0,,13293.108,4260.8408,0,.041523065,0,0,0,0,.015245099,0,0,0,4717941,0,0,0,0,.16264546,1,,,.1966058,0,0,0,.18653202,.06768322,.095742226,.27984214,.27984214,.27984214,.27984214,.20833333,.22678478,.14651363,.23704562
1045,2000,538,.17824835,.093869001,.13500667,.74281025,24091,.14791632,9.3816853,6.7202201,6.2878585,23,.093664281,.33170238,0,0,0,8,-122,0,0,0,.093664281,0,1,0,0,0,0,0,0,0,0,0,.093664281,0,0,0,0,0,0,0,0,0,0,0,0,.24537037,0,0,95,30.198191,.11044883,.087493718,-508,0,10.812411,10.724714,-.010206443,.028350607,-.042731896,-.2305783,.023495488,129,AL,.5,.60706961,1,2180,4648.8394,2256.4663,0,.014722711,0,0,0,0,.012645302,0,0,0,2376667,0,0,0,0,.15002142,0,,,.093664281,0,0,0,.21943283,.067975998,.026896477,.12239075,.15657823,.15657823,.15657823,.125,.14942174,.076977566,.15904725
1047,2000,441,.57812178,.1373987,.12323956,.60065985,16493,.36245126,9.577342,6.9324479,6.089045,24,.080352359,.32200637,0,0,0,16,-253,0,0,0,.080352359,0,1,0,0,0,0,0,0,0,0,0,.080352359,0,0,0,0,0,0,0,0,0,0,0,0,.19512194,0,0,95,30.198191,.12035801,.15195389,-267,0,10.781661,136.55632,-.037360821,.056214452,-.034317113,-.15165034,.0013697594,14,AL,.59090906,1,0,,3867.3591,1325.2515,0,.018919293,0,0,0,0,.009902589,0,0,0,1850847.3,0,0,0,0,.27416441,1,,,.080352359,0,0,0,.17824841,-.079541206,-.04669714,.080352359,.16070472,.16070472,.16070472,.045454547,.056506194,.052818071,.05361136
1049,2000,450,.018810268,.14652979,.071045958,.53056103,20135,.17351581,9.9777594,7.0884089,6.1092477,25,0,.25423497,0,0,0,21,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2465374,0,0,95,30.198191,.11569514,0,-423,0,10.908723,15.877641,.16495325,-.0025190748,-.01695212,-.11242244,-.0087063015,-248,AL,.52173913,.60584825,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.093217812,1,,,0,0,0,0,.22036982,.073371887,.085343361,0,.032989409,.032989409,.032989409,0,0,0,0
1051,2000,427,.22432433,.1166836,.12907048,.66965514,26341,.14500251,9.2169189,6.8997231,6.0567842,26,.064248234,.36020738,0,0,0,23,249,0,0,0,.064248234,0,1,0,0,0,0,0,0,0,0,0,.064248234,0,0,0,0,0,0,0,0,0,0,0,0,.16986302,0,0,95,30.198191,.098996013,.24862726,1313,0,10.803852,46.3368,.29164696,-.016791776,-.01872512,-.15434092,-.0078698099,-567,AL,.60000002,.41697282,1,5240,3161.6555,1692.3628,0,.011732612,0,0,0,0,.0082925502,0,0,0,1962940.9,0,0,0,0,.090475135,0,.0580498070852333,.0204630419098839,.064248234,0,0,0,.15688658,.19858646,.18312836,.19915983,.19915983,.19915983,.19915983,.1,.1,.067745194,.11231624
1053,2000,472,.28284252,.13880286,.075742111,.59857124,18472,.28066066,9.3795767,6.7440591,6.1569791,27,.27313945,.31182355,0,0,0,4,-66,0,0,0,.27313945,0,1,0,0,0,0,0,0,0,0,0,.27313945,0,0,0,0,0,0,0,0,0,0,0,0,.1829574,0,0,95,30.198191,.13126379,.32044804,-127,0,10.477795,16.56069,.079058975,.02108568,-.0055515841,-.14297137,-.0045156628,-66,AL,.42857143,1,0,,9701.3672,5045.4316,0,.045908235,0,0,0,0,.020688158,0,0,0,2281342.3,0,0,0,0,.34564853,1,,,.27313945,0,0,0,.16801786,.086734772,.044558525,.27313945,.27313945,.27313945,.27313945,.21428572,.23878469,.34353068,.32230762
1055,2000,480,.13821113,.15901442,.10201778,.64184725,22314,.1649068,10.378665,7.6202149,6.1737862,28,.11224356,.3416847,0,0,0,17,-190,0,0,0,.11224356,0,1,0,0,0,0,0,0,0,0,0,.11224356,0,0,0,0,0,0,0,0,0,0,0,0,.057268724,0,0,95,30.198191,.11837631,.084603786,-93,0,11.511324,26.863564,.035606496,.0036035031,-.014802314,-.16059875,.0013099611,-190,AL,.42307693,.57660228,1,2880,11206.397,2504.6028,0,.023015969,0,0,0,0,.011450839,0,0,0,5231029,0,0,0,0,.065533876,0,,,.11224356,0,0,0,.055688858,.0078649521,.046169758,.1436501,.11224356,.1436501,.11224356,.15384616,.17087826,.065359481,.15491928
1057,2000,431,.12192407,.16312215,.085459076,.56789488,19844,.20320405,8.3518467,5.8971539,6.0661082,29,.096043348,.2566635,0,0,0,8,-32,0,0,0,.096043348,0,1,0,0,0,0,0,0,0,0,0,.096043348,0,0,0,0,0,0,0,0,0,0,0,0,.10230179,0,0,95,30.198191,.1186284,.45709977,-30,0,9.7960138,31.087406,.029242011,-.0016212836,-.025541935,-.13734075,-.0012946278,89,AL,.5714286,.69479293,0,,1725.1306,1905.8842,0,.022367055,0,0,0,0,.0082077757,0,0,0,681319.63,0,0,0,0,.093247682,1,,,.096043348,0,0,0,.097400665,-.18808556,.12571287,.1920867,.1920867,.1920867,.1920867,.14285715,.14285715,.042722635,.14525576
1059,2000,402,.044905443,.15470627,.069541864,.55238932,17907,.20716392,9.1189928,6.3919172,5.9964519,30,.44476324,.26098251,0,0,0,7,-43,0,0,0,.44476324,0,1,0,0,0,0,0,0,0,0,0,.44476324,0,0,0,0,0,0,0,0,0,0,0,0,.11666667,0,0,95,30.198191,.096419886,0,234,0,10.233294,19.924768,.11561551,-.0032374412,-.0060622618,-.14544144,-.0060338229,-43,AL,.25,.68777895,0,,12370.645,7964.3755,0,.069304898,0,0,0,0,.030929664,0,0,0,2400471.3,0,0,0,0,.042409208,1,,,.44476324,0,0,0,.11034775,.0093574524,.034074783,.44476324,.44476324,.44476324,.44476324,.5,.5,.42232424,.43009949
1061,2000,377,.11942318,.16763225,.068262465,.55351961,20027,.19493832,8.3499575,6.1025586,5.9322453,31,0,.30483857,0,0,0,2,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.24013157,0,0,95,30.198191,.10741223,0,183,0,10.070992,16.0837,.085741915,-.0038355365,-.011657991,-.125388,-.0048081577,32,AL,.40000001,.60721725,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.066318035,1,,,0,0,0,0,.21521759,-.28626251,.06707716,0,0,0,0,0,0,0,0
1063,2000,462,.80577171,.15660396,.1043919,.53766894,11990,.45572269,7.1762547,4.9558272,6.1355648,32,.49004042,.28433579,0,0,0,0,-43,0,0,0,.49004042,0,1,0,0,0,0,0,0,0,0,0,.49004042,0,0,0,0,0,0,0,0,0,0,0,0,.3125,0,0,95,30.198191,.1058356,.65446752,-98,0,9.2255249,25.339937,-.017787522,.0026301146,-.03726536,-.12358472,-.0063132048,73,AL,.5,.88305461,0,,4975.3804,5875.5845,0,.073579639,0,0,0,0,.051156249,0,0,0,935056.88,0,0,0,0,.079264201,1,,,.49004042,0,0,0,.27193356,-.22680616,-.068053246,.49004042,.49004042,.49004042,.49004042,.5,.65215743,.32909009,.76683348
1065,2000,395,.59452832,.15943992,.088999569,.54417497,14508,.35604021,7.9258804,5.4889379,5.9788857,33,0,.26035604,0,0,0,4,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.37152779,0,0,95,30.198191,.10850018,0,69,0,9.6484661,163.55777,.10332593,-.0033150315,-.036854193,-.12433785,-.023681998,10,AL,.33333334,.40041938,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.056254908,1,,,0,0,0,0,.31592512,.02265358,.12764549,0,0,0,0,0,0,0,0
1067,2000,448,.35091713,.1626122,.08317215,.59157079,22130,.17354664,8.226038,5.7170277,6.1047931,34,0,.31976402,0,0,0,7,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.22739726,0,0,95,30.198191,.12271803,0,-85,0,9.6404333,3.8503773,.059100647,-.032707453,.0083617121,-.15831053,-.00044174492,-11,AL,.25,.60445887,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.045149751,1,,,0,0,0,0,.2048955,.03651619,.0032949448,0,0,0,0,0,0,0,0
1069,2000,502,.23304766,.12452816,.15044178,.68277425,24813,.16519824,10.605818,7.9405837,6.2186003,35,.1022696,.39635733,.00015184609,0,0,20,34,0,0,0,.1022696,0,1,0,0,0,0,0,0,0,0,0,.1022696,0,0,0,0,0,0,0,0,0,0,0,0,.15137614,0,0,95,30.198191,.12204826,.2767722,72,0,11.306283,17.149193,.087712996,.0098595172,-.030702576,-.18575194,.011820622,-120,AL,.5,.75417852,1,2180,8317.6885,2537.6155,0,.026042014,0,0,0,0,.01538562,0,0,0,7906393.5,0,0,0,0,.27108938,0,,,.1022696,0,0,0,.14095783,.064748764,.085426807,.17911212,.2110744,.2110744,.2110744,.125,.13332076,.083673097,.15037502
1071,2000,491,.041174993,.12553352,.080164805,.58120298,21910,.16615495,9.5614195,6.7522702,6.196444,36,.070348173,.26991433,0,0,0,9,52,0,0,0,.070348173,0,1,0,0,0,0,0,0,0,0,0,.070348173,0,0,0,0,0,0,0,0,0,0,0,0,.21234567,0,0,95,30.198191,.11458052,0,437,0,10.774697,25.108799,.12067078,-.0018247738,-.011752099,-.14116767,.0074820966,-463,AL,.46153846,.82572961,0,,3362.3613,1541.3285,0,.010779475,0,0,0,0,.0056394478,0,0,0,904930.56,0,0,0,0,.16927031,1,,,.070348173,0,0,0,.19255686,.088253021,.032050133,.23358285,.23358285,.23358285,.23358285,.07692308,.084603786,.050629243,.10304222
1073,2000,646,.35074785,.14039676,.19951251,.74037796,25858,.16003004,12.701613,9.8264446,6.4707994,37,.1234443,.42496541,.0012423508,.02262442,.40821919,443,-481,0,1,1,.1234443,1,0,0,0,0,0,0,0,0,0,0,.1234443,0,0,0,0,0,0,0,0,0,0,0,0,.20747663,0,1,95,30.198191,.12411708,.15979178,-2185,0,13.387071,91.398804,.016020782,.040648818,-.040297434,-.21696657,-.0033687204,2778,AL,.51851851,.8806119,1,1000,80427.047,3192.0227,0,.041378915,.1234443,0,0,.1234443,.024628684,.1234443,.1234443,.1234443,139083376,0,1,1,0,.47140038,0,.0534024815520666,.0158715511672972,.1234443,1,0,.1234443,.18853283,.062931061,.049711227,.18478911,.19936498,.19936498,.2116839,.11111111,.12099488,.14413273,.21534237
1075,2000,482,.11848553,.15717468,.061844554,.52857006,20618,.18009783,8.4122772,5.5984221,6.1779442,38,0,.25767526,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.27176782,0,0,95,30.198191,.12100445,0,-7,0,9.6623707,95.66172,.01195498,-.0028542355,-.010908496,-.10315067,.0014646649,64,AL,.5,.69034779,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.23496529,1,,,0,0,0,0,.24040794,-.18039417,-.054067135,.097255357,.097255357,.097255357,.097255357,0,0,0,0
